LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,Location 1
522001,SARATOGA,STILLWATER CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,50,12.5%,79,19.7%,129,32.3%,DISTRICT TOTAL,SCHOOL DISTRICT,1068 HUDSON AVE,STILLWATER,NY,12170,,,"1068 HUDSON AVE
STILLWATER, NY 12170
(42.94975508300007, -73.64233444399997)"
641301,WASHINGTON,HUDSON FALLS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,80,18.5%,87,20.1%,167,38.7%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 710,HUDSON FALLS,NY,12839,,,"PO BOX 710
HUDSON FALLS, NY 12839
(43.30081798400005, -73.58099892099995)"
660202,WESTCHESTER,CROTON-HARMON UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,21,8.9%,30,12.8%,51,21.7%,MIDDLE/HIGH,SCHOOL DISTRICT,10 GERSTEIN ST,CROTON ON HUDSON,NY,10520,,,"10 GERSTEIN ST
CROTON ON HUDSON, NY 10520
(41.209009491000074, -73.87402623099996)"
490301,RENSSELAER,EAST GREENBUSH CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,107,17.9%,97,16.3%,204,34.2%,MIDDLE/HIGH,SCHOOL DISTRICT,29 ENGLEWOOD AVE,EAST GREENBUSH,NY,12061,,,"29 ENGLEWOOD AVE
EAST GREENBUSH, NY 12061
(42.60048309000007, -73.70588167399995)"
520701,SARATOGA,GALWAY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,17,13.8%,17,13.8%,34,27.6%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 130,GALWAY,NY,12074,,,"PO BOX 130
GALWAY, NY 12074
(43.03671035900004, -74.07037453199996)"
580101,SUFFOLK,BABYLON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,81,13.6%,85,14.3%,166,27.9%,DISTRICT TOTAL,SCHOOL DISTRICT,50 RAILROAD AVE,BABYLON,NY,11702,,,"50 RAILROAD AVE
BABYLON, NY 11702
(40.69996230000004, -73.32380814799996)"
661402,WESTCHESTER,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,56,19.1%,29,9.9%,85,29.1%,MIDDLE/HIGH,SCHOOL DISTRICT,45 INGHAM RD,BRIARCLIFF MANOR,NY,10510,,,"45 INGHAM RD
BRIARCLIFF MANOR, NY 10510
(41.14609072700006, -73.81915902299994)"
420411,ONONDAGA,JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,172,17.6%,122,12.5%,294,30.1%,DISTRICT TOTAL,SCHOOL DISTRICT,6845 EDINGER DR,DEWITT,NY,13214,,,"6845 EDINGER DR
DEWITT, NY 13214
(43.01872556100005, -76.04700762199997)"
561006,SENECA,WATERLOO CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,62,18.2%,66,19.4%,128,37.7%,ELEMENTARY,SCHOOL DISTRICT,109 WASHINGTON ST,WATERLOO,NY,13165,,,"109 WASHINGTON ST
WATERLOO, NY 13165
(42.896975405000035, -76.86236499899996)"
521800,SARATOGA,SARATOGA SPRINGS CITY SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,168,19.6%,109,12.7%,277,32.3%,MIDDLE/HIGH,SCHOOL DISTRICT,3 BLUE STREAK BLVD,SARATOGA SPRINGS,NY,12866,,,"3 BLUE STREAK BLVD
SARATOGA SPRINGS, NY 12866
(43.072578398000076, -73.80257007699998)"
660809,WESTCHESTER,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,28,11.6%,15,6.2%,43,17.9%,MIDDLE/HIGH,SCHOOL DISTRICT,60 ROMER AVE,PLEASANTVILLE,NY,10570,,,"60 ROMER AVE
PLEASANTVILLE, NY 10570
(41.13407338700006, -73.78535361799999)"
490501,RENSSELAER,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,15,12.3%,16,13.2%,31,25.6%,MIDDLE/HIGH,SCHOOL DISTRICT,PO BOX 192,HOOSICK FALLS,NY,12090,,,"PO BOX 192
HOOSICK FALLS, NY 12090
(42.90148600600003, -73.35240491399998)"
280213,NASSAU,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,49,8.5%,52,9%,101,17.5%,DISTRICT TOTAL,SCHOOL DISTRICT,585 N CORONA AVE,VALLEY STREAM,NY,11580,,,"585 N CORONA AVE
VALLEY STREAM, NY 11580
(40.68107662800003, -73.68933596999995)"
631201,WARREN,WARRENSBURG CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,33,20.7%,32,20.1%,65,40.8%,ELEMENTARY,SCHOOL DISTRICT,103 SCHROON RIVER RD,WARRENSBURG,NY,12885,,,"103 SCHROON RIVER RD
WARRENSBURG, NY 12885
(43.49810606400007, -73.76157087499996)"
421501,ONONDAGA,LIVERPOOL CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,309,14.3%,395,18.3%,704,32.7%,DISTRICT TOTAL,SCHOOL DISTRICT,195 BLACKBERRY RD,LIVERPOOL,NY,13090,,,"195 BLACKBERRY RD
LIVERPOOL, NY 13090
(43.140536636000036, -76.22464899799996)"
580401,SUFFOLK,ELWOOD UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,66,15.9%,58,14%,124,30%,ELEMENTARY,SCHOOL DISTRICT,100 KENNETH AVE,GREENLAWN,NY,11740,,,"100 KENNETH AVE
GREENLAWN, NY 11740
(40.85737060200006, -73.33999423599994)"
440901,ORANGE,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,8,8.7%,24,26.3%,32,35.1%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 287,HIGHLAND FALLS,NY,10928,,,"PO BOX 287
HIGHLAND FALLS, NY 10928
(41.37026068500006, -73.96756243399994)"
401301,NIAGARA,BARKER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,38,13.2%,73,25.4%,111,38.6%,DISTRICT TOTAL,SCHOOL DISTRICT,PO BOX 328,BARKER,NY,14012,,,"PO BOX 328
BARKER, NY 14012
(43.33003709600007, -78.55203430899996)"
421201,ONONDAGA,ONONDAGA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,29,21.8%,35,26.3%,64,48.1%,ELEMENTARY,SCHOOL DISTRICT,4466 S ONONDAGA RD,NEDROW,NY,13120,,,"4466 S ONONDAGA RD
NEDROW, NY 13120
(42.93067180000003, -76.20539904299994)"
580912,SUFFOLK,EASTPORT-SOUTH MANOR CSD,NASSAU-SUFFOLK,2014-2016,168,17.1%,102,10.4%,270,27.5%,DISTRICT TOTAL,SCHOOL DISTRICT,149 DAYTON AVE,MANORVILLE,NY,11949,,,"149 DAYTON AVE
MANORVILLE, NY 11949
(40.83950968000005, -72.83047931899995)"
280224,NASSAU,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,45,20.7%,30,13.8%,75,34.5%,ELEMENTARY,SCHOOL DISTRICT,75 HORTON AVE,VALLEY STREAM,NY,11581,,,"75 HORTON AVE
VALLEY STREAM, NY 11581
(40.653495140000075, -73.69169130099993)"
520601,SARATOGA,EDINBURG COMMON SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,6,24%,6,24%,12,48%,ELEMENTARY,SCHOOL DISTRICT,4 JOHNSON RD,EDINBURG,NY,12134,,,"4 JOHNSON RD
EDINBURG, NY 12134
(43.22077197800007, -74.12632931499996)"
641501,WASHINGTON,SALEM CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,6,7.5%,21,26.5%,27,34.1%,DISTRICT TOTAL,SCHOOL DISTRICT,PO BOX 517,SALEM,NY,12865,,,"PO BOX 517
SALEM, NY 12865
(43.17523059500007, -73.32779675099994)"
580906,SUFFOLK,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,118,32.7%,33,9.1%,151,41.9%,ELEMENTARY,SCHOOL DISTRICT,70 LELAND LN,SOUTHAMPTON,NY,11968,,,"70 LELAND LN
SOUTHAMPTON, NY 11968
(40.89057759600007, -72.37902403799995)"
621101,ULSTER,NEW PALTZ CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,101,18%,55,9.8%,156,27.8%,DISTRICT TOTAL,SCHOOL DISTRICT,196 MAIN ST,NEW PALTZ,NY,12561,,,"196 MAIN ST
NEW PALTZ, NY 12561
(41.745824019000054, -74.07781047799995)"
662300,WESTCHESTER,YONKERS CITY SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,919,11%,1322,15.9%,2241,27%,DISTRICT TOTAL,SCHOOL DISTRICT,1 LARKIN CTR,YONKERS,NY,10701,,,"1 LARKIN CTR
YONKERS, NY 10701
(40.93577194900007, -73.90166267499995)"
622002,ULSTER,ELLENVILLE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,58,22%,76,28.8%,134,50.9%,MIDDLE/HIGH,SCHOOL DISTRICT,28 MAPLE AVE,ELLENVILLE,NY,12428,,,"28 MAPLE AVE
ELLENVILLE, NY 12428
(41.71708545400003, -74.39083437299996)"
610901,TOMPKINS,NEWFIELD CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,40,14.3%,75,26.8%,115,41.2%,DISTRICT TOTAL,SCHOOL DISTRICT,247 MAIN ST,NEWFIELD,NY,14867,,,"247 MAIN ST
NEWFIELD, NY 14867
(42.36026192800006, -76.59613956099997)"
580505,SUFFOLK,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,59,16%,48,13%,107,29.1%,ELEMENTARY,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,,,"189 ACADEMY ST
BAYPORT, NY 11705
(40.741558206000036, -73.05477840599997)"
671501,WYOMING,WARSAW CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,24,18.7%,27,21%,51,39.8%,MIDDLE/HIGH,SCHOOL DISTRICT,153 W BUFFALO ST,WARSAW,NY,14569,,,"153 W BUFFALO ST
WARSAW, NY 14569
(42.740266715000075, -78.13795069299994)"
580601,SUFFOLK,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,125,15%,90,10.8%,215,25.8%,DISTRICT TOTAL,SCHOOL DISTRICT,250B RT 25A,SHOREHAM,NY,11786,,,"250B RT 25A
SHOREHAM, NY 11786
(40.94620614200005, -72.89363840499993)"
480401,PUTNAM,HALDANE CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,18,12.5%,19,13.1%,37,25.6%,ELEMENTARY,SCHOOL DISTRICT,15 CRAIGSIDE DR,COLD SPRING,NY,10516,,,"15 CRAIGSIDE DR
COLD SPRING, NY 10516
(41.42275438900003, -73.95589914699997)"
541102,SCHOHARIE,COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,55,14%,69,17.6%,124,31.7%,ELEMENTARY,SCHOOL DISTRICT,155 WASHINGTON AVE,COBLESKILL,NY,12043,,,"155 WASHINGTON AVE
COBLESKILL, NY 12043
(42.68185133000003, -74.49292929899997)"
530202,SCHENECTADY,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,53,16.2%,55,16.8%,108,33%,MIDDLE/HIGH,SCHOOL DISTRICT,900 PREDDICE PKWY,SCOTIA,NY,12302,,,"900 PREDDICE PKWY
SCOTIA, NY 12302
(42.83376116800008, -73.98248730199998)"
661201,WESTCHESTER,BYRAM HILLS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,56,11.7%,29,6%,85,17.7%,ELEMENTARY,SCHOOL DISTRICT,10 TRIPP LN,ARMONK,NY,10504,,,"10 TRIPP LN
ARMONK, NY 10504
(41.134243999000034, -73.68631935599996)"
660802,WESTCHESTER,POCANTICO HILLS CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,21,19.6%,15,14%,36,33.6%,DISTRICT TOTAL,SCHOOL DISTRICT,599 BEDFORD RD,SLEEPY HOLLOW,NY,10591,,,"599 BEDFORD RD
SLEEPY HOLLOW, NY 10591
(41.09748539700007, -73.83143063499995)"
580506,SUFFOLK,HAUPPAUGE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,100,16.9%,89,15.1%,189,32%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 6006,HAUPPAUGE,NY,11788,,,"PO BOX 6006
HAUPPAUGE, NY 11788
(40.819022199000074, -73.20024087299998)"
581012,SUFFOLK,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,43,18.2%,38,16.1%,81,34.3%,MIDDLE/HIGH,SCHOOL DISTRICT,385 DEPOT LN,CUTCHOGUE,NY,11935,,,"385 DEPOT LN
CUTCHOGUE, NY 11935
(41.01388516000003, -72.48509466099995)"
580224,SUFFOLK,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,526,19.1%,515,18.7%,1041,37.9%,DISTRICT TOTAL,SCHOOL DISTRICT,241 S OCEAN AVE,PATCHOGUE,NY,11772,,,"241 S OCEAN AVE
PATCHOGUE, NY 11772
(40.76023471800005, -73.01267932799993)"
280523,NASSAU,MASSAPEQUA UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,199,15.6%,123,9.6%,322,25.2%,ELEMENTARY,SCHOOL DISTRICT,4925 MERRICK RD,MASSAPEQUA,NY,11758,,,"4925 MERRICK RD
MASSAPEQUA, NY 11758
(40.66648773800006, -73.45384023499997)"
660407,WESTCHESTER,GREENBURGH CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,21,19.6%,17,15.8%,38,35.5%,MIDDLE/HIGH,SCHOOL DISTRICT,475 W HARTSDALE AVE-ADMIN BLDG,HARTSDALE,NY,10530,,,"475 W HARTSDALE AVE-ADMIN BLDG
HARTSDALE, NY 10530
(41.03136647800005, -73.80889775999998)"
580913,SUFFOLK,TUCKAHOE COMMON SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,20,16.6%,,,20,16.6%,ELEMENTARY,SCHOOL DISTRICT,468 MAGEE ST,SOUTHAMPTON,NY,11968,,,"468 MAGEE ST
SOUTHAMPTON, NY 11968
(40.89815394900006, -72.41641510199997)"
610801,TOMPKINS,LANSING CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,42,17.3%,26,10.7%,68,28%,ELEMENTARY,SCHOOL DISTRICT,284 RIDGE RD,LANSING,NY,14882,,,"284 RIDGE RD
LANSING, NY 14882
(42.54302693900007, -76.53073563699996)"
280402,NASSAU,EAST WILLISTON UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,26,12%,25,11.6%,51,23.7%,MIDDLE/HIGH,SCHOOL DISTRICT,11 BACON RD,OLD WESTBURY,NY,11568,,,"11 BACON RD
OLD WESTBURY, NY 11568
(40.76166047100003, -73.61720834199997)"
630902,WARREN,QUEENSBURY UNION FREE SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,217,17.1%,216,17%,433,34.1%,DISTRICT TOTAL,SCHOOL DISTRICT,429 AVIATION RD,QUEENSBURY,NY,12804,,,"429 AVIATION RD
QUEENSBURY, NY 12804
(43.329401835000056, -73.69052598799993)"
510201,SAINT LAWRENCE,CANTON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,33,12.1%,45,16.6%,78,28.7%,ELEMENTARY,SCHOOL DISTRICT,99 STATE ST,CANTON,NY,13617,,,"99 STATE ST
CANTON, NY 13617
(44.60511833800007, -75.16765793599996)"
511301,SAINT LAWRENCE,HERMON-DEKALB CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,26,23.2%,29,25.8%,55,49.1%,DISTRICT TOTAL,SCHOOL DISTRICT,709 E DEKALB RD,DE KALB JUNCTION,NY,13630,,,"709 E DEKALB RD
DE KALB JUNCTION, NY 13630
(44.483363189000045, -75.30293910399996)"
571901,STEUBEN,ARKPORT CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,19,12.9%,28,19%,47,31.9%,DISTRICT TOTAL,SCHOOL DISTRICT,PO BOX 70,ARKPORT,NY,14807,,,"PO BOX 70
ARKPORT, NY 14807
(42.40652930300007, -77.71481487499995)"
411501,ONEIDA,NEW HARTFORD CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,50,20%,41,16.4%,91,36.4%,MIDDLE/HIGH,SCHOOL DISTRICT,33 OXFORD RD,NEW HARTFORD,NY,13413,,,"33 OXFORD RD
NEW HARTFORD, NY 13413
(43.06986333300006, -75.28622884699996)"
280517,NASSAU,HICKSVILLE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,134,18.9%,119,16.8%,253,35.7%,MIDDLE/HIGH,SCHOOL DISTRICT,200 DIVISION AVE-ADM,HICKSVILLE,NY,11801,,,"200 DIVISION AVE-ADM
HICKSVILLE, NY 11801
(40.75847592800005, -73.52486612799999)"
511201,SAINT LAWRENCE,HAMMOND CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,14,17.9%,16,20.5%,30,38.4%,DISTRICT TOTAL,SCHOOL DISTRICT,PO BOX 185,HAMMOND,NY,13646,,,"PO BOX 185
HAMMOND, NY 13646
(44.51172758800004, -75.74738445599996)"
580602,SUFFOLK,RIVERHEAD CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,89,21.1%,72,17.1%,161,38.2%,MIDDLE/HIGH,SCHOOL DISTRICT,700 OSBORN AVE,RIVERHEAD,NY,11901,,,"700 OSBORN AVE
RIVERHEAD, NY 11901
(40.92505883300004, -72.67448483299995)"
441301,ORANGE,VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),HUDSON VALLEY,2014-2016,122,21.3%,99,17.3%,221,38.6%,MIDDLE/HIGH,SCHOOL DISTRICT,944 STATE RT 17K,MONTGOMERY,NY,12549,,,"944 STATE RT 17K
MONTGOMERY, NY 12549
(41.52542819400003, -74.18957891799994)"
490101,RENSSELAER,BERLIN CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,24,24.4%,26,26.5%,50,51%,MIDDLE/HIGH,SCHOOL DISTRICT,PO BOX 259,BERLIN,NY,12022,,,"PO BOX 259
BERLIN, NY 12022
(42.69348921400007, -73.37028295599998)"
411800,ONEIDA,ROME CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,280,19.8%,320,22.6%,600,42.4%,ELEMENTARY,SCHOOL DISTRICT,409 BELL RD,ROME,NY,13440,,,"409 BELL RD
ROME, NY 13440
(43.22183277700003, -75.42672047399998)"
430700,ONTARIO,GENEVA CITY SCHOOL DISTRICT,FINGER LAKES,2014-2016,130,16.3%,171,21.4%,301,37.7%,DISTRICT TOTAL,SCHOOL DISTRICT,400 W NORTH ST,GENEVA,NY,14456,,,"400 W NORTH ST
GENEVA, NY 14456
(42.87616678100005, -76.99658547899998)"
511201,SAINT LAWRENCE,HAMMOND CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,7,11.8%,11,18.6%,18,30.5%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 185,HAMMOND,NY,13646,,,"PO BOX 185
HAMMOND, NY 13646
(44.51172758800004, -75.74738445599996)"
412902,ONEIDA,WHITESBORO CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,83,13.5%,112,18.2%,195,31.7%,ELEMENTARY,SCHOOL DISTRICT,65 ORISKANY BLVD-STE 1,WHITESBORO,NY,13492,,,"65 ORISKANY BLVD-STE 1
WHITESBORO, NY 13492
(43.116383281000026, -75.29042127199995)"
450101,ORLEANS,ALBION CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,102,19.4%,114,21.7%,216,41.2%,DISTRICT TOTAL,SCHOOL DISTRICT,324 EAST AVE,ALBION,NY,14411,,,"324 EAST AVE
ALBION, NY 14411
(43.24116363500008, -78.18407710099996)"
460701,OSWEGO,HANNIBAL CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,126,24.3%,123,23.7%,249,48.1%,DISTRICT TOTAL,SCHOOL DISTRICT,928 CAYUGA ST,HANNIBAL,NY,13074,,,"928 CAYUGA ST
HANNIBAL, NY 13074
(43.317828302000066, -76.57897241499995)"
440301,ORANGE,CORNWALL CENTRAL SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,55,17.9%,40,13%,95,30.9%,ELEMENTARY,SCHOOL DISTRICT,24 IDLEWILD AVE,CORNWALL ON HUDSON,NY,12520,,,"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.44582612900007, -74.01675865599998)"
580905,SUFFOLK,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,46,18.6%,57,23%,103,41.7%,MIDDLE/HIGH,SCHOOL DISTRICT,86 E ARGONNE RD,HAMPTON BAYS,NY,11946,,,"86 E ARGONNE RD
HAMPTON BAYS, NY 11946
(40.87149681000005, -72.52872673099995)"
550301,SCHUYLER,WATKINS GLEN CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,43,18.8%,39,17.1%,82,35.9%,ELEMENTARY,SCHOOL DISTRICT,303 12TH ST,WATKINS GLEN,NY,14891,,,"303 12TH ST
WATKINS GLEN, NY 14891
(42.37516066400008, -76.86627501999999)"
571901,STEUBEN,ARKPORT CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,5,8.7%,9,15.7%,14,24.5%,MIDDLE/HIGH,SCHOOL DISTRICT,PO BOX 70,ARKPORT,NY,14807,,,"PO BOX 70
ARKPORT, NY 14807
(42.40652930300007, -77.71481487499995)"
610600,TOMPKINS,ITHACA CITY SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,207,12.9%,153,9.6%,360,22.5%,DISTRICT TOTAL,SCHOOL DISTRICT,PO BOX 549,ITHACA,NY,14851,,,"PO BOX 549
ITHACA, NY 14851
(42.44090896000006, -76.49682112599999)"
530202,SCHENECTADY,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,125,15.9%,120,15.2%,245,31.1%,DISTRICT TOTAL,SCHOOL DISTRICT,900 PREDDICE PKWY,SCOTIA,NY,12302,,,"900 PREDDICE PKWY
SCOTIA, NY 12302
(42.83376116800008, -73.98248730199998)"
510201,SAINT LAWRENCE,CANTON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2014-2016,60,12.9%,85,18.2%,145,31.1%,DISTRICT TOTAL,SCHOOL DISTRICT,99 STATE ST,CANTON,NY,13617,,,"99 STATE ST
CANTON, NY 13617
(44.60511833800007, -75.16765793599996)"
600601,TIOGA,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2014-2016,131,16.2%,146,18%,277,34.3%,DISTRICT TOTAL,SCHOOL DISTRICT,5 SHELDON GUILE BLVD,OWEGO,NY,13827,,,"5 SHELDON GUILE BLVD
OWEGO, NY 13827
(42.11352943000003, -76.27205248599995)"
280218,NASSAU,GARDEN CITY UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,105,12.3%,68,8%,173,20.4%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 216,GARDEN CITY,NY,11530,,,"PO BOX 216
GARDEN CITY, NY 11530
(40.72753884300005, -73.63786591599995)"
400301,NIAGARA,LEWISTON-PORTER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2014-2016,159,19.1%,134,16.1%,293,35.3%,DISTRICT TOTAL,SCHOOL DISTRICT,4061 CREEK RD,YOUNGSTOWN,NY,14174,,,"4061 CREEK RD
YOUNGSTOWN, NY 14174
(43.21674972100004, -79.01770253899997)"
280227,NASSAU,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,67,18.9%,75,21.1%,142,40.1%,ELEMENTARY,SCHOOL DISTRICT,252 CHESTNUT ST,WEST HEMPSTEAD,NY,11552,,,"252 CHESTNUT ST
WEST HEMPSTEAD, NY 11552
(40.69666749400005, -73.65090276299998)"
580205,SUFFOLK,SACHEM CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,305,20.2%,192,12.7%,497,33%,MIDDLE/HIGH,SCHOOL DISTRICT,51 SCHOOL ST,LAKE RONKONKOMA,NY,11779,,,"51 SCHOOL ST
LAKE RONKONKOMA, NY 11779
(40.83213884600008, -73.10126500899997)"
580917,SUFFOLK,EAST QUOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,28,16%,29,16.5%,57,32.5%,DISTRICT TOTAL,SCHOOL DISTRICT,6 CENTRAL AVE,EAST QUOGUE,NY,11942,,,"6 CENTRAL AVE
EAST QUOGUE, NY 11942
(40.846197492000044, -72.58515922799995)"
280411,NASSAU,CARLE PLACE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,168 CHERRY LN,CARLE PLACE,NY,11514,,,"168 CHERRY LN
CARLE PLACE, NY 11514
(40.75400610600008, -73.60525648599997)"
280229,NASSAU,NORTH MERRICK UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,49,11.1%,56,12.7%,105,23.8%,DISTRICT TOTAL,SCHOOL DISTRICT,1057 MERRICK AVE,MERRICK,NY,11566,,,"1057 MERRICK AVE
MERRICK, NY 11566
(40.69509434200006, -73.56501671799998)"
280221,NASSAU,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2014-2016,92,18.7%,63,12.8%,155,31.6%,MIDDLE/HIGH,SCHOOL DISTRICT,128 SHEPHERD ST,ROCKVILLE CENTRE,NY,11570,,,"128 SHEPHERD ST
ROCKVILLE CENTRE, NY 11570
(40.666991385000074, -73.62356016099994)"
661601,WESTCHESTER,PELHAM UNION FREE SCHOOL DISTRICT,HUDSON VALLEY,2014-2016,62,12.6%,36,7.3%,98,19.9%,ELEMENTARY,SCHOOL DISTRICT,18 FRANKLIN PL,PELHAM,NY,10803,,,"18 FRANKLIN PL
PELHAM, NY 10803
(40.90393605200006, -73.81184542199998)"
630101,WARREN,BOLTON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2014-2016,10,16.9%,10,16.9%,20,33.8%,ELEMENTARY,SCHOOL DISTRICT,PO BOX 120,BOLTON LANDING,NY,12814,,,"PO BOX 120
BOLTON LANDING, NY 12814
(43.55945575800007, -73.65822888399998)"
573002,STEUBEN,WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,FINGER LAKES,2014-2016,23,14.5%,29,18.3%,52,32.9%,MIDDLE/HIGH,SCHOOL DISTRICT,2350 RT 63,WAYLAND,NY,14572,,,"2350 RT 63
WAYLAND, NY 14572
(42.563304895000044, -77.60253363899994)"
